isocode,ifscode,country,year,igov_rppp,kgov_rppp,ipriv_rppp,kpriv_rppp,ippp_rppp,kppp_rppp,GDP_rppp,igov_n,kgov_n,ipriv_n,kpriv_n,kppp_n,GDP_n,income
ALB,914,Albania,1990,0.16880697011947632,10.9337739944458,4.133102893829346,16.024856567382812,0.0,0.0,15.099483489990234,0.22798442840576172,14.766751289367676,5.582015514373779,21.642574310302734,0.0,16.22842788696289,Emerging Market Economies
ALB,914,Albania,1991,0.3209344446659088,10.766660690307617,0.313963383436203,19.277618408203125,0.0,0.0,10.871304512023926,0.5873758792877197,19.7052001953125,0.5746174454689026,35.2819938659668,0.0,15.833648681640625,Emerging Market Economies
ALB,914,Albania,1992,0.21057891845703125,10.75245189666748,0.23722782731056213,18.641889572143555,0.0,0.0,10.089971542358398,1.196576476097107,61.098854064941406,1.3480041027069092,105.92912292480469,0.0,48.9343147277832,Emerging Market Economies
ALB,914,Albania,1993,0.6263625621795654,10.628029823303223,0.8204306364059448,17.958513259887695,0.0,0.0,11.054512977600098,6.913427829742432,117.30604553222656,9.055438995361328,198.21563720703125,0.0,120.97625732421875,Emerging Market Economies
ALB,914,Albania,1994,0.6954228281974792,10.914814949035645,1.7034718990325928,17.87379264831543,0.0,0.0,11.972355842590332,9.235627174377441,144.95523071289062,22.623117446899414,237.37452697753906,0.0,177.98184204101562,Emerging Market Economies
ALB,914,Albania,1995,0.764017641544342,11.258626937866211,1.912659764289856,18.650684356689453,0.0,0.0,13.567352294921875,13.295194625854492,195.9190673828125,33.283504486083984,324.5532531738281,0.0,221.80332946777344,Emerging Market Economies
ALB,914,Albania,1996,0.7599570751190186,11.657100677490234,2.4408957958221436,19.589120864868164,0.0,0.0,14.802216529846191,16.76213264465332,257.1169738769531,53.83806228637695,432.0709533691406,0.0,334.359130859375,Emerging Market Economies
ALB,914,Albania,1997,0.42066240310668945,12.03686237335205,1.6181658506393433,20.99176788330078,0.0,0.0,13.197973251342773,14.101494789123535,403.5010681152344,54.24434280395508,703.6882934570312,0.0,331.3242492675781,Emerging Market Economies
ALB,914,Albania,1998,0.6255297660827637,12.068451881408691,1.5490190982818604,21.517749786376953,0.0,0.0,14.363269805908203,23.8426570892334,460.0003967285156,59.042320251464844,820.1691284179688,0.0,384.8484191894531,Emerging Market Economies
ALB,914,Albania,1999,1.0044008493423462,12.298386573791504,1.8150578737258911,21.945388793945312,0.0,0.0,16.21479606628418,37.2041015625,455.5455627441406,67.2317123413086,812.8809204101562,0.0,443.5936584472656,Emerging Market Economies
ALB,914,Albania,2000,0.8538010120391846,12.891451835632324,3.0402848720550537,22.606170654296875,0.0,0.0,17.341115951538086,35.062408447265625,529.4036254882812,124.85311126708984,928.3507080078125,0.0,501.1990051269531,Emerging Market Economies
ALB,914,Albania,2001,0.9950714707374573,13.314842224121094,3.7834644317626953,24.42290687561035,0.0,0.0,18.779268264770508,43.09500503540039,576.6451416015625,163.85597229003906,1057.7181396484375,0.0,563.4487915039062,Emerging Market Economies
ALB,914,Albania,2002,0.958180844783783,13.861011505126953,4.067460536956787,26.866439819335938,0.010239892639219761,0.0,19.631200790405273,41.96712112426758,607.0949096679688,178.149658203125,1176.7161865234375,0.0,610.4942626953125,Emerging Market Economies
ALB,914,Albania,2003,0.7014427185058594,14.350516319274902,4.720480442047119,29.456378936767578,0.00869147852063179,0.0100725581869483,20.716537475585938,31.471776962280273,643.8675537109375,211.79478454589844,1321.6253662109375,0.4519275724887848,677.737548828125,Emerging Market Economies
ALB,914,Albania,2004,0.8382918238639832,14.568790435791016,5.223311901092529,32.543701171875,0.007150726858526468,0.018290167674422264,21.859012603759766,38.55705642700195,670.08837890625,240.2451171875,1496.8404541015625,0.841252326965332,737.6555786132812,Emerging Market Economies
ALB,914,Albania,2005,1.1163487434387207,14.911748886108398,5.373108386993408,35.955257415771484,0.13772374391555786,0.0247182659804821,23.067045211791992,52.456851959228516,700.6980590820312,252.48056030273438,1689.525390625,1.1615029573440552,804.1632080078125,Emerging Market Economies
ALB,914,Albania,2006,1.2423794269561768,15.514005661010742,5.738309860229492,39.32899856567383,0.13356393575668335,0.15933218598365784,24.42859649658203,59.1322021484375,738.4034423828125,273.12017822265625,1871.8997802734375,7.58356237411499,872.735107421875,Emerging Market Economies
ALB,914,Albania,2007,1.432086706161499,16.217233657836914,5.8722639083862305,42.87526321411133,0.11581919342279434,0.2853406071662903,25.890216827392578,68.87663269042969,779.9725952148438,282.4282531738281,2062.09814453125,13.723539352416992,965.5277709960938,Emerging Market Economies
ALB,914,Albania,2008,2.1170904636383057,17.08040428161621,5.509868144989014,46.35837936401367,0.10743353515863419,0.3896274268627167,27.83201026916504,101.83904266357422,821.623779296875,265.0428466796875,2229.990966796875,18.74236488342285,1080.6759033203125,Emerging Market Economies
ALB,914,Albania,2009,2.1567845344543457,18.584753036499023,5.544641017913818,49.29681396484375,0.21582213044166565,0.48208457231521606,28.76556968688965,104.78604888916016,902.9286499023438,269.3829650878906,2395.05517578125,23.42177963256836,1143.9364013671875,Emerging Market Economies
ALB,914,Albania,2010,1.487938642501831,20.07370948791504,5.561244487762451,52.10457229614258,0.11309795081615448,0.6778684258460999,29.831880569458008,74.38700866699219,1003.5515747070312,278.0251159667969,2604.880859375,33.88890075683594,1239.64453125,Emerging Market Economies
ALB,914,Albania,2011,1.5546942949295044,20.850801467895508,5.913443565368652,54.7696418762207,0.10896135866641998,0.7658886909484863,30.591232299804688,79.51200103759766,1066.376220703125,302.4322814941406,2801.09326171875,39.16998291015625,1300.6240234375,Emerging Market Economies
ALB,914,Albania,2012,1.339423418045044,21.66301727294922,5.541849613189697,57.6251335144043,0.7189501523971558,0.846687376499176,31.024784088134766,68.71917724609375,1111.422119140625,284.3248291015625,2956.4599609375,43.439334869384766,1332.81103515625,Emerging Market Economies
ALB,914,Albania,2013,1.458708643913269,22.231689453125,5.286599636077881,59.95520782470703,0.7188493609428406,1.524010181427002,31.33564567565918,76.14086151123047,1160.4373779296875,275.9469909667969,3129.508544921875,79.5494384765625,1350.0526123046875,Emerging Market Economies
ALB,914,Albania,2014,1.4902398586273193,22.893762588500977,4.948315143585205,61.90005111694336,0.6170904040336609,2.177513360977173,31.891695022583008,78.02073669433594,1198.5909423828125,259.0664367675781,3240.744873046875,114.0025863647461,1395.3046875,Emerging Market Economies
ALB,914,Albania,2015,1.4425382614135742,23.559524536132812,5.2213873863220215,63.398597717285156,0.7208012938499451,2.707894802093506,32.59929275512695,75.80000305175781,1237.9649658203125,274.3643798828125,3331.359619140625,142.28977966308594,1434.3065185546875,Emerging Market Economies
ALB,914,Albania,2016,1.4270731210708618,24.150754928588867,5.398622512817383,65.06903839111328,0.7081292271614075,3.3211188316345215,33.679954528808594,75.01827239990234,1269.5550537109375,283.7944030761719,3420.544677734375,174.58433532714844,1472.4791259765625,Emerging Market Economies
ALB,914,Albania,2017,1.6168813705444336,24.701513290405273,5.620699882507324,66.80816650390625,0.16072987020015717,3.8997201919555664,34.96053695678711,85.13680267333984,1300.65673828125,295.9576721191406,3517.78076171875,205.33956909179688,1550.6455078125,Emerging Market Economies
ALB,914,Albania,2018,1.726246953010559,25.414657592773438,5.684032917022705,68.65516662597656,0.11657740920782089,3.919448137283325,36.38388442993164,91.01932525634766,1340.0311279296875,299.7003479003906,3619.961669921875,206.65963745117188,1635.714599609375,Emerging Market Economies
ALB,914,Albania,2019,1.6773324012756348,26.205158233642578,5.432151794433594,70.44898986816406,0.11858439445495605,3.8943793773651123,37.1894416809082,88.4422607421875,1381.7435302734375,286.4261169433594,3714.62939453125,205.34259033203125,1678.30908203125,Emerging Market Economies
DZA,612,Algeria,1985,23.421255111694336,193.41200256347656,25.520843505859375,317.3523864746094,0.0,0.0,210.57452392578125,44.392696380615234,366.593505859375,48.37226486206055,601.510498046875,0.0,290.9397277832031,Emerging Market Economies
DZA,612,Algeria,1986,18.485694885253906,210.7671356201172,27.373048782348633,327.1486511230469,0.0,0.0,211.4168243408203,40.84739303588867,465.7270202636719,60.485565185546875,722.8926391601562,0.0,295.8829345703125,Emerging Market Economies
DZA,612,Algeria,1987,15.26103687286377,222.70619201660156,23.031017303466797,338.2164001464844,0.0,0.0,209.93690490722656,37.01667785644531,540.18896484375,55.86328887939453,820.3668823242188,0.0,312.001220703125,Emerging Market Economies
DZA,612,Algeria,1988,17.18056297302246,231.0711669921875,19.120302200317383,344.4446716308594,0.0,0.0,207.8375244140625,43.420528411865234,583.9873046875,48.32284164428711,870.5169067382812,0.0,346.93310546875,Emerging Market Economies
DZA,612,Algeria,1989,14.070537567138672,241.03265380859375,23.93647003173828,346.4842529296875,0.0,0.0,216.9823760986328,42.868743896484375,734.3547973632812,72.92730712890625,1055.6346435546875,0.0,421.0916748046875,Emerging Market Economies
DZA,612,Algeria,1990,12.006034851074219,247.5855255126953,25.35485076904297,353.0517883300781,0.0,0.0,218.71826171875,45.59246063232422,940.196533203125,96.2840805053711,1340.7008056640625,0.0,553.1384887695312,Emerging Market Economies
DZA,612,Algeria,1991,7.6792378425598145,251.86019897460938,24.189598083496094,360.6099853515625,0.0,0.0,216.09364318847656,51.99481964111328,1705.3028564453125,163.78369140625,2441.629638671875,0.0,860.189453125,Emerging Market Economies
DZA,612,Algeria,1992,8.497355461120605,251.69692993164062,24.040727615356445,366.58697509765625,0.0,0.0,219.98330688476562,72.59317779541016,2150.254638671875,205.3806915283203,3131.76416015625,0.0,1072.2725830078125,Emerging Market Economies
DZA,612,Algeria,1993,9.873746871948242,252.29742431640625,21.623117446899414,372.04888916015625,0.5217600464820862,0.0,215.36367797851562,101.61092376708984,2596.3974609375,222.52394104003906,3828.762939453125,0.0,1187.042236328125,Emerging Market Economies
DZA,612,Algeria,1994,9.10084342956543,254.1875,22.553504943847656,374.8058776855469,0.6262953281402588,0.5136632323265076,213.42539978027344,117.17195129394531,3272.624267578125,290.3728942871094,4825.568359375,6.613335132598877,1484.05126953125,Emerging Market Economies
